Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
JMD Travels,A/C Seater (2+2),21:30,03:50,06h 20m,INR 2000,49 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
AdTSB Tour express,,22:40,04:05,05h 25m,566,,3.6,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,06:30,08h 15m,INR 799,27 Seats available,"4.7
75",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
Shri Krishna Travels & Cargo,AC Seater (2+2),23:55,03:50,03h 55m,INR 599,43 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,INR 891,34 Seats available,"2.8
4",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,VE A/C Seater / Sleeper (2+1),23:40,04:20,04h 40m,485,9 Seats available,"4.8
32",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,04:35,04h 40m,INR 1231,2 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),20:00,00:57,04h 57m,INR 699,1 Seat available,"4.4
14",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),20:00,23:40,03h 40m,INR 1000,24 Seats available,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:00,23:50,03h 50m,INR 1300,24 Seats available,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Babu Travels,,21:30,01:45,04h 15m,693,,3.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
,,,,,,,,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,INR 891,35 Seats available,"3.2
9",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,INR 625,14 Seats available,"4.8
55",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,00:30,04h 30m,601,3 Seats available,"4.3
32",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,INR 499,10 Seats available,"3.8
449",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),20:00,01:45,05h 45m,INR 1359,4 Seats available,"4.5
30",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Yolo Bus,A/C Sleeper (2+1),22:15,05:49,07h 34m,INR 549,13 Seats available,"3.8
215",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,03:55,06h 55m,INR 610,30 Seats available,"3.3
30",https://www.redbus.in/bus-tickets/bareilly-to-haridwar,Bareilly to Haridwar
FlixBus,A/C Sleeper (2+1),19:20,23:40,04h 20m,INR 332,23 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
Gola Bus Service,VE A/C Seater / Sleeper (2+1),19:20,23:00,03h 40m,INR 499,4 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),19:20,21:40,02h 20m,INR 444,27 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
Khajuraho Travels,A/C Seater / Sleeper (2+1),19:26,23:03,03h 37m,401,20 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
Laxmi holidays,VE A/C Seater / Sleeper (2+1),19:30,23:40,04h 10m,490,8 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,05:15,07h 00m,INR 799,27 Seats available,"5.0
22",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
UPSRTC - ETD0017,Ordinary Non AC Seater 2+3,23:55,04:30,04h 35m,INR 295,52 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),19:35,23:35,04h 00m,270,16 Seats available,"3.7
206",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),21:00,01:15,04h 15m,284,30 Seats available,"3.2
67",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),22:00,02:15,04h 15m,256,41 Seats available,"4.1
124",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
UPSRTC - GLA0144,Janrath AC Seater 2+2,22:55,06:20,07h 25m,INR 895,35 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
Aadishakti Travels,Bharat Benz A/C Seater (2+2),22:30,04:30,06h 00m,INR 3000,45 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,05:00,08h 00m,INR 814,30 Seats available,"4.1
22",https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - VKS0001,Janrath AC Seater 2+2,21:30,05:15,07h 45m,INR 838,32 Seats available,3.3,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - PLB0044,Ordinary Non AC Seater 2+3,22:45,05:00,06h 15m,INR 391,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - BLY0096,Janrath AC Seater 2+2,23:03,06:01,06h 58m,INR 589,24 Seats available,"3.2
29",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),23:45,02:30,02h 45m,INR 549,6 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,02:55,02h 56m,463,2 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),23:30,02:30,03h 00m,INR 2199,6 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Panwar Travels,A/C Seater / Sleeper (2+1),21:30,01:30,04h 00m,2590,31 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Lucknow to Ayodhya
Raaj Rath Travels Co.,A/C Seater / Sleeper (2+1),22:15,05:15,07h 00m,INR 4000,34 Seats available,3.5,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow
UPSRTC - BDV0077,Janrath AC Seater 2+2,21:20,23:30,02h 10m,INR 215,34 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-to-agra,Aligarh (uttar pradesh) to Agra
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,23:55,02h 25m,554,18 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
BTS Bundelkhand Transport Services LLP,Non A/C Seater / Sleeper (2+1),21:45,23:55,02h 10m,INR 200,26 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Shivansh travels,A/C Sleeper (2+1),22:30,23:50,01h 20m,INR 799,30 Seats available,1.7,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Rajput Travels,Non A/C Seater / Sleeper (2+1),22:30,23:00,00h 30m,INR 700,34 Seats available,1.6,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Lucknow to Kanpur (Uttar Pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,03:30,05h 30m,INR 670,51 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,02:30,05h 30m,INR 670,45 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,04:00,07h 20m,INR 570,43 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - NJB0121,Ordinary Non AC Seater 2+3,20:20,03:40,07h 20m,INR 379,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-kotdwar,Delhi to Kotdwar (Uttarakhand)
UPSRTC - NJB0126,Ordinary Non AC Seater 2+3,21:20,04:40,07h 20m,INR 379,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-kotdwar,Delhi to Kotdwar (Uttarakhand)
Travel Point World LLP,AC Sleeper (2+1),19:15,20:45,01h 30m,2960,21 Seats available,1.5,https://www.redbus.in/bus-tickets/allahabad-to-varanasi,Allahabad to Varanasi
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:00,02:25,04h 25m,INR 430,24 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,02:15,04h 00m,INR 799,26 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),22:30,01:50,03h 20m,499,32 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),22:45,01:10,02h 25m,INR 550,29 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Sanjay Travels,AC Sleeper (2+1),19:15,22:31,03h 16m,INR 1400,30 Seats available,3.0,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
HIGHWAY STAR TRAVEL & CARGO,A/C Seater/Sleeper (2+1),20:15,22:40,02h 25m,924,16 Seats available,3.1,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,00:30,02h 00m,INR 499,12 Seats available,3.8,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
ATS TRAVELS,A/C Seater / Sleeper (2+2),19:30,02:30,07h 00m,INR 4999,56 Seats available,2.3,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
,,,,,,,,https://www.redbus.in/bus-tickets/varanasi-to-allahabad,Varanasi to Allahabad
Yolo Bus,A/C Sleeper (2+1),22:19,04:04,05h 45m,INR 549,13 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/lucknow-to-jaunpur,Lucknow to Jaunpur
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:45,06:05,07h 20m,INR 799,19 Seats available,"4.5
32",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
Ashok Tour And Travels,A/C Seater (2+1),19:30,22:45,03h 15m,INR 549,15 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Aadishakti Travels,Bharat Benz A/C Seater (2+2),22:30,03:00,04h 30m,INR 3000,45 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Lucknow to Azamgarh
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),21:45,01:45,04h 00m,INR 1015,4 Seats available,"4.6
4",https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
Khajuraho Travels,A/C Seater / Sleeper (2+1),20:20,00:50,04h 30m,716,4 Seats available,3.8,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),19:20,00:50,05h 30m,1099,48 Seats available,3.8,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
Yolo Bus,A/C Sleeper (2+1),23:49,05:49,06h 00m,INR 599,17 Seats available,"4.0
26",https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/jaunpur-to-lucknow,Jaunpur to Lucknow
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:30,22:00,02h 30m,647,38 Seats available,3.5,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,22:00,02h 00m,INR 499,15 Seats available,4.3,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Shatabdi Travels Gorakhpur,AC Sleeper (2+1),21:01,23:31,02h 30m,360,30 Seats available,New,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,22:45,03h 15m,647,40 Seats available,"2.2
4",https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
,,,,,,,,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,Kanpur (Uttar Pradesh) to Lucknow
UPSRTC - HTR0058,Ordinary Non AC Seater 2+3,22:20,08:15,09h 55m,INR 617,52 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),23:30,06:20,06h 50m,INR 949,2 Seats available,4.0,https://www.redbus.in/bus-tickets/agra-to-haridwar,Agra to Haridwar
Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:45,05h 46m,475,2 Seats available,"3.9
65",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),23:45,05:00,05h 15m,INR 549,3 Seats available,"1.6
19",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:00,01:15,04h 15m,INR 749,9 Seats available,"1.4
4",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),23:30,04:30,05h 00m,INR 2199,6 Seats available,4.1,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,05:05,06h 40m,INR 449,18 Seats available,"4.5
351",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),22:20,05:15,06h 55m,499,31 Seats available,"4.4
393",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
Laxmi holidays,VE A/C Sleeper (2+1),23:30,05:15,05h 45m,607,12 Seats available,"4.5
113",https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-haldwani,Delhi to Haldwani
