Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 2869,Super Luxury (Non AC Seater 2+2 Push Back),18:30,21:30,03h 00m,INR 281,33 Seats available,"3.8
56",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 3324,Super Luxury (Non AC Seater 2+2 Push Back),19:00,23:30,04h 30m,INR 281,31 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 24275,Super Luxury (Non AC Seater 2+2 Push Back),19:20,22:50,03h 30m,INR 281,33 Seats available,3.8,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 27133,METRO LUXURY A/C,19:40,22:45,03h 05m,INR 383,26 Seats available,"4.3
79",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 27093,METRO LUXURY A/C,20:20,00:10,03h 50m,INR 383,29 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2217,Super Luxury (Non AC Seater 2+2 Push Back),20:30,00:00,03h 30m,INR 281,34 Seats available,"3.7
9",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 3104,Super Luxury (Non AC Seater 2+2 Push Back),21:00,01:22,04h 22m,INR 250,29 Seats available,3.8,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,01:15,03h 55m,INR 239,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Vahini Travels,NON A/C Push Back (2+2),23:55,04:00,04h 05m,INR 444,24 Seats available,3.8,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 47236,Express(Non AC Seater),16:15,20:20,04h 05m,INR 186,45 Seats available,"4.3
37",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9011,Express(Non AC Seater),16:30,20:15,03h 45m,INR 186,40 Seats available,"4.0
46",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9049,Express(Non AC Seater),17:15,20:40,03h 25m,INR 186,40 Seats available,"4.5
69",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9888,Express(Non AC Seater),18:45,22:50,04h 05m,INR 186,47 Seats available,"3.1
21",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,INR 186,46 Seats available,"4.6
34",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9041,Express(Non AC Seater),21:00,01:25,04h 25m,INR 186,47 Seats available,"3.6
31",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9061,Express(Non AC Seater),21:45,01:10,03h 25m,INR 220,45 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5524,Express(Non AC Seater),22:45,02:55,04h 10m,INR 215,46 Seats available,"4.2
45",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9080,Express(Non AC Seater),23:15,02:40,03h 25m,INR 186,42 Seats available,"4.0
54",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),23:59,05:15,05h 16m,INR 304,28 Seats available,"4.3
11",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),16:30,21:45,05h 15m,333,1 Seat available,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),17:30,22:45,05h 15m,542,44 Seats available,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),19:30,00:10,04h 40m,INR 199,19 Seats available,"4.2
27",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),21:00,01:40,04h 40m,297,40 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),23:30,04:10,04h 40m,314,29 Seats available,"4.5
23",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 50144,Super Luxury (Non AC Seater 2+2 Push Back),16:30,23:00,06h 30m,INR 439,34 Seats available,"2.8
21",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:25,05h 55m,INR 439,45 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6010,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:30,06h 30m,INR 439,34 Seats available,"3.0
22",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,04:00,07h 00m,INR 412,34 Seats available,"3.8
24",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6205,Super Luxury (Non AC Seater 2+2 Push Back),21:30,03:30,06h 00m,INR 439,31 Seats available,"3.8
31",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 5295,Super Luxury (Non AC Seater 2+2 Push Back),22:00,03:05,05h 05m,INR 439,33 Seats available,"2.9
16",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50181,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:50,06h 35m,INR 439,13 Seats available,"3.8
75",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6207,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:26,05h 56m,INR 439,27 Seats available,"4.0
42",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 5227,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:30,06h 45m,INR 439,33 Seats available,"4.5
14",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6065,Super Luxury (Non AC Seater 2+2 Push Back),22:45,04:35,05h 50m,INR 439,22 Seats available,"4.0
39",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 5283,Super Luxury (Non AC Seater 2+2 Push Back),22:50,05:00,06h 10m,INR 439,33 Seats available,"1.5
10",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 9266,INDRA(A.C. Seater),23:00,04:40,05h 40m,INR 526,25 Seats available,"3.8
135",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 7744,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06:45,07h 30m,INR 460,21 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 48483,Super Luxury (Non AC Seater 2+2 Push Back),23:15,06:00,06h 45m,INR 439,31 Seats available,"4.0
10",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 9254,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:30,06h 00m,INR 439,26 Seats available,"4.0
101",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),21:00,04:15,07h 15m,INR 300,6 Seats available,"3.0
26",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,06:20,08h 15m,INR 399,27 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,INR 399,15 Seats available,"4.2
316",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:00,05:00,06h 00m,INR 400,25 Seats available,"4.5
130",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 699,9 Seats available,"4.3
126",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6745,Super Luxury (Non AC Seater 2+2 Push Back),17:00,21:25,04h 25m,INR 340,29 Seats available,"3.1
40",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52269,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,22:30,05h 00m,INR 307,33 Seats available,"3.2
20",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52937,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:45,02:45,05h 00m,INR 307,37 Seats available,"4.6
54",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6985,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:30,03:30,05h 00m,INR 307,30 Seats available,"4.5
41",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6781,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:45,03:30,04h 45m,INR 307,14 Seats available,"4.3
23",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6960,Super Luxury (Non AC Seater 2+2 Push Back),23:15,03:05,03h 50m,INR 340,31 Seats available,"3.1
34",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6703,Super Luxury (Non AC Seater 2+2 Push Back),23:45,03:35,03h 50m,INR 340,26 Seats available,"3.9
40",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6962,Super Luxury (Non AC Seater 2+2 Push Back),23:58,03:50,03h 52m,INR 340,15 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6986,Super Luxury (Non AC Seater 2+2 Push Back),23:59,04:20,04h 21m,INR 340,24 Seats available,"3.5
73",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:25,23:45,03h 20m,INR 900,11 Seats available,"4.7
13",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),21:25,00:25,03h 00m,INR 700,32 Seats available,"3.7
34",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:35,03:00,03h 25m,INR 900,21 Seats available,"4.6
8",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:45,01:15,03h 30m,990,33 Seats available,"4.7
7",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),23:00,02:30,03h 30m,720,27 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 5518,SAPTAGIRI EXPRESS,17:00,23:00,06h 00m,INR 314,45 Seats available,"3.9
29",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 9003,Express(Non AC Seater),18:00,00:25,06h 25m,INR 294,46 Seats available,"2.2
8",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 9041,Express(Non AC Seater),19:00,01:25,06h 25m,INR 294,45 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 9061,Express(Non AC Seater),19:45,01:10,05h 25m,INR 280,45 Seats available,"3.7
12",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5524,Express(Non AC Seater),20:45,02:55,06h 10m,INR 280,41 Seats available,"2.8
26",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 9080,Express(Non AC Seater),21:15,02:40,05h 25m,INR 280,42 Seats available,"4.5
13",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 3764,Super Luxury (Non AC Seater 2+2 Push Back),21:30,02:20,04h 50m,INR 398,33 Seats available,"2.8
10",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5504,SAPTAGIRI EXPRESS,21:45,03:45,06h 00m,INR 284,44 Seats available,"4.4
52",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5620,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:15,04:15,06h 00m,INR 362,37 Seats available,"3.4
29",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5314,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:00,05h 30m,INR 399,33 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5528,Super Luxury (Non AC Seater 2+2 Push Back),22:30,04:30,06h 00m,INR 425,28 Seats available,"4.5
33",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 3878,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:15,04h 30m,INR 398,31 Seats available,"2.4
16",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5450,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:00,06h 00m,INR 398,32 Seats available,"4.5
67",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 47151,INDRA(A.C. Seater),23:00,04:00,05h 00m,INR 506,35 Seats available,"4.2
86",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5087,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:15,04h 15m,INR 355,33 Seats available,"2.1
14",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),15:20,21:45,06h 25m,333,1 Seat available,"4.4
13",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
FRESHBUS,Electric A/C Seater (2+2),15:40,20:20,04h 40m,450,17 Seats available,"4.5
455",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
FRESHBUS,Electric A/C Seater (2+2),16:00,22:20,06h 20m,450,15 Seats available,"4.7
518",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),18:00,00:10,06h 10m,314,17 Seats available,"4.1
287",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),19:30,01:40,06h 10m,297,40 Seats available,"4.1
208",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),19:00,05:06,10h 06m,INR 624,9 Seats available,"3.7
10",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5866,Super Luxury (Non AC Seater 2+2 Push Back),19:45,05:46,10h 01m,INR 602,14 Seats available,"4.8
8",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5913,Super Luxury (Non AC Seater 2+2 Push Back),20:30,05:36,09h 06m,INR 590,11 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 45901,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:20,07h 20m,INR 555,19 Seats available,"4.1
64",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5915,Super Luxury (Non AC Seater 2+2 Push Back),21:15,05:20,08h 05m,INR 605,4 Seats available,"3.6
8",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 48820,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:55,07h 25m,INR 555,10 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5927,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:15,06h 30m,INR 555,7 Seats available,"4.0
46",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5858,Super Luxury (Non AC Seater 2+2 Push Back),22:00,05:27,07h 27m,INR 555,7 Seats available,"3.3
14",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5378,INDRA(A.C. Seater),22:00,04:34,06h 34m,INR 671,28 Seats available,"3.9
116",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5973,STAR LINER(NON-AC SLEEPER 2+1),22:00,05:30,07h 30m,INR 719,17 Seats available, ,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5862,Super Luxury (Non AC Seater 2+2 Push Back),22:15,05:25,07h 10m,INR 555,11 Seats available,"3.8
20",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5869,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:45,06h 30m,INR 522,15 Seats available,"4.2
38",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 48600,INDRA(A.C. Seater),22:15,04:43,06h 28m,INR 671,25 Seats available,"3.9
107",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5875,Super Luxury (Non AC Seater 2+2 Push Back),22:30,06:20,07h 50m,INR 555,14 Seats available,"3.9
57",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 5901,STAR LINER(NON-AC SLEEPER 2+1),22:30,06:00,07h 30m,INR 719,11 Seats available,"4.1
54",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:30,06:05,07h 35m,INR 700,7 Seats available,"4.5
243",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:00,06:35,07h 35m,INR 550,10 Seats available,"4.5
172",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),23:20,06:15,06h 55m,INR 940,18 Seats available,"4.1
179",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:08,07h 38m,INR 450,17 Seats available,"3.9
297",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Kaveri Travels,A/C Sleeper (2+1),21:50,05:55,08h 05m,INR 700,12 Seats available,"3.8
216",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
APSRTC - 3879,Super Luxury (Non AC Seater 2+2 Push Back),16:15,23:00,06h 45m,INR 398,31 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
