Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),23:15,05:30,06h 15m,INR 500,5 Seats available,3.8,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,03:30,07h 30m,INR 450,19 Seats available,"2.0
29",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
DESTINY TRAVELS,NON A/C Seater (2+1),23:01,03:45,04h 44m,447,17 Seats available,New,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,00:30,05h 30m,300,21 Seats available,"4.6
25",https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),20:45,04:30,07h 45m,INR 520,4 Seats available,"2.6
9",https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),20:15,03:00,06h 45m,INR 600,11 Seats available,New,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),21:00,04:00,07h 00m,INR 550,11 Seats available,3.8,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),19:00,02:00,07h 00m,INR 500,19 Seats available,2.8,https://www.redbus.in/bus-tickets/moran-to-tezpur,Moran to Tezpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,05:00,09h 20m,INR 500,24 Seats available,"3.9
43",https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Dibrugarh to Biswanath Charali
KIRAN TRAVELS,A/C Seater (2+1),22:50,07:30,08h 40m,INR 600,6 Seats available,"4.6
42",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),22:10,05:30,07h 20m,400,7 Seats available,"4.1
58",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,INR 620,4 Seats available,"4.6
24",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
Yatra Travels,NON AC Seater/ Sleeper (2+1),22:20,06:00,07h 40m,450,12 Seats available,"4.2
24",https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Gohpur to Guwahati
